-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999
-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001,-10.0001
9.99888,9.99996,9.99997,9.99997,9.99997,9.99997,9.99995,9.99985,9.99991,9.99996,9.99996,9.99997,9.99993,9.99991,9.99997,9.99997,9.99996,9.99997,9.99997,9.99924
49.3179,49.0334,49.2155,49.0384,49.2337,48.868,48.9331,49.378,49.3933,49.7435,49.1089,49.3059,49.1477,49.4228,49.3137,49.5137,49.4746,48.7944,48.7566,48.6943
49.9605,49.9985,49.9976,49.9942,49.9954,49.9943,49.9938,49.984,49.9972,49.9741,49.9748,49.9879,49.9847,49.9928,49.9514,49.9781,49.9976,49.9783,49.9999,49.9786
34.5301,34.0041,35.0063,34.1355,34.2742,34.3003,33.6382,34.032,34.0046,34.6153,34.7412,34.0897,35.0467,34.5309,34.6727,33.6256,34.3764,33.8678,34.2136,36.5367
36.9096,37.9306,38.9042,38.8079,38.7585,39.237,38.0544,38.2771,38.9969,38.9164,39.2059,39.0226,38.3976,38.7249,38.0525,38.3668,38.2942,37.9447,39.1077,38.8991
10.0442,10.0454,10.0447,10.0451,10.0453,10.0453,10.0446,10.0438,10.0461,10.0453,10.0452,10.0441,10.0454,10.0452,10.0448,10.045,10.0452,10.0458,10.0452,10.0451
-5.6597,-5.6355,-6.49642,-6.6116,-6.37253,-6.23773,-5.99883,-6.10523,-6.49055,-5.81529,-5.98186,-6.01302,-7.87966,-7.18425,-5.95297,-6.28731,-7.0931,-6.45918,-6.30184,-5.60647
-49.7479,-49.7484,-49.7475,-49.7486,-49.7591,-49.7508,-49.7501,-49.747,-49.7501,-49.7505,-49.7563,-49.7513,-49.7481,-49.7475,-49.7518,-49.7492,-49.7554,-49.7523,-49.7502,-49.7558
44.7384,38.3257,29.4518,43.0091,39.5111,32.2899,29.5194,46.5278,46.8695,46.5502,43.1784,47.2,45.5755,49.9999,33.6157,27.3459,43.8238,42.0332,43.5769,33.6133
49.9601,49.9745,49.9262,48.9327,49.6859,49.3984,48.85,49.537,49.8106,49.6314,49.9453,49.8619,49.5023,49.9999,49.3111,47.736,49.1268,49.6125,49.9165,49.9569
48.5481,9.61637,0,12.494,18.9871,0,12.494,27.4599,13.7802,9.38946,21.4619,0,0,24.7426,27.4555,16.935,16.901,0,22.9538,9.29672
9.70545,13.8294,3.42183,5.92351,0,11.4014,0.24248,8.91816,27.552,5.79001,1.87726,2.60577,4.71863,9.38486,10.1739,5.03788,2.97315,2.62063,4.73176,4.59878
9.99835,5.62479,1.20434,3.97069,1.84694,6.86861,7.84557,5.7488,5.20342,7.86625,4.81414,3.59856,1.99892,3.58677,5.90027,4.87385,1.99304,6.10373,7.57434,5.33812
8.12491,8.28106,8.46573,8.63636,7.92675,8.25586,9.29787,8.96274,8.49987,9.99997,8.46245,7.84196,8.6933,9.22184,7.3773,7.88851,8.81014,9.06478,7.90278,7.89949
-2.31516,-2.55832,-1.94472,-2.41804,-2.09011,-2.48779,-2.27447,-2.55876,-2.72911,-2.75637,-2.61174,-2.01305,-1.19836,-1.98,-2.72526,-2.01249,-2.53178,-1.93158,-2.67821,-1.98
-12.5288,-11.9456,-11.9672,-12.333,-11.9101,-12.1767,-12.4853,-12.1767,-12.026,-11.8688,-11.8904,-12.1554,-12.1767,-11.9986,-12.0613,-12.3179,-12.1767,-12.0976,-12.4056,-12.3179
-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
